developer_id,age,gender,city,state,marital_status,education_level,company_type,company_size,job_role,employment_type,experience_years,salary_lpa,years_in_current_company,promotion_last_2_years,remote_work_ratio,weekly_work_hours,weekend_work_frequency,night_shift_frequency,layoffs_seen_in_company,number_of_switches,primary_language,tech_stack,ai_tools_usage_hours_per_week,upskilling_hours_per_week,leetcode_problems_solved,certifications_count,side_projects_count,github_activity_score,interview_preparation_hours_weekly,stress_level,burnout_score,anxiety_score,sleep_hours,caffeine_intake_per_day,work_life_balance_rating,imposter_syndrome_score,social_media_usage_hours,physical_activity_days_per_week,therapy_or_counseling,layoff_anxiety_score,ai_replacement_fear_score,job_security_confidence,emergency_savings_months,linkedin_job_search_activity,applied_jobs_last_30_days,burnout_risk_category,likely_to_switch_job,mentally_exhausted,high_layoff_risk
Dev03402,31,Male,Ahmedabad,Gujarat,Married,Mca,Service-Based,5000+,Android Developer,Full-Time,1.9,15.68,1.6,Yes,0,52.8,Sometimes,Rarely,Yes - Minor (<5%),3,Python,Flask/Redis/Aws,4.1,0.2,181.0,2.0,1.0,40.9,0.6,3.0,4.1,4.4,6.9,0.0,8.4,7.2,0.5,4,No,5.0,5.6,5.8,,Low,5,Low,No,No,No
Dev03403,29,Male,Delhi,Delhi,Married,Phd,Startup,11-50,Cybersecurity Analyst,Contract,3.6,26.1,3.6,No,18,60.4,Sometimes,Rarely,Yes - Major (>20%),4,Kotlin,Spring/Coroutines/Gcp,2.8,0.6,214.0,3.0,2.0,46.7,4.1,7.9,7.2,7.2,5.9,4.0,5.4,4.7,1.2,2,No,6.4,4.6,5.5,3.0,Very High,8,High,Yes,Yes,No
Dev03404,27,Male,Hyderabad,Telangana,Single,M.Tech,Service-Based,1001-5000,Full Stack Developer,Full-Time,1.1,12.7,1.1,No,37,35.0,Sometimes,Often,Yes - Moderate (5-20%),1,Java,Hibernate/Oracle/Jenkins,3.3,1.3,20.0,0.0,1.0,55.5,4.5,1.4,2.5,2.0,7.5,2.0,7.9,4.0,,3,No,5.5,6.8,5.9,1.0,,2,Low,No,No,No
Dev03405,30,Male,Ahmedabad,Gujarat,Single,B.Tech,Startup,51-200,Data Scientist,Full-Time,2.5,4.0,2.5,No,58,63.9,Sometimes,Never,No,3,Javascript,React/Node/Firebase,3.8,0.8,39.0,1.0,2.0,29.8,,5.9,6.1,3.5,6.3,6.0,5.1,7.1,1.5,2,No,4.9,5.3,7.3,1.0,,3,Medium,No,Yes,No
Dev03406,21,Male,Mumbai,Maharashtra,Single,B.Tech,Freelance,1-10,Data Scientist,Full-Time,7.2,24.71,7.2,No,84,62.0,Rarely,Rarely,No,4,Python,Pandas/Spark/Airflow,2.1,6.1,,1.0,1.0,46.4,0.7,4.0,7.0,6.3,4.8,5.0,4.4,7.7,2.0,2,No,7.0,6.4,4.7,7.0,Medium,3,High,Maybe,Yes,No
Dev03407,32,Female,Gurugram,Haryana,Married,B.Tech,Startup,1-10,Full Stack Developer,Full-Time,1.4,31.4,1.1,Yes,78,69.7,Sometimes,Often,No,3,Go,Gin/Grpc/Kubernetes,7.0,0.5,316.0,,5.0,20.5,0.9,7.9,10.0,8.1,4.7,6.0,3.9,4.4,1.5,2,No,6.2,6.9,5.9,2.0,Medium,6,High,Yes,Yes,No
Dev03408,29,Female,Pune,Maharashtra,Single,Mba Tech,Startup,11-50,Android Developer,Full-Time,7.9,21.32,0.2,No,76,75.7,Sometimes,Rarely,Yes - Moderate (5-20%),1,Dart,Flutter/Firebase/Bloc,18.6,0.5,40.0,0.0,1.0,22.6,2.0,7.8,8.8,5.8,7.1,1.0,2.8,4.5,2.6,1,Yes - Occasionally,6.5,6.9,6.3,9.0,Medium,6,High,Yes,Yes,No
Dev03409,27,Male,Bengaluru,Karnataka,Married,M.Tech,Freelance,1-10,Data Scientist,Full-Time,5.7,37.48,2.3,No,85,39.0,Often,Rarely,Yes - Major (>20%),3,Go,Fiber/Postgresql/Docker,8.2,25.0,223.0,3.0,1.0,35.4,2.4,5.6,3.4,1.9,7.4,3.0,5.9,7.0,0.8,4,Yes - Occasionally,2.4,4.7,10.0,3.0,Medium,2,Low,No,Yes,No
Dev03410,39,Female,Pune,Maharashtra,Married,M.Tech,Consulting,51-200,Sre,Full-Time,2.6,15.76,2.0,No,16,51.8,Sometimes,Sometimes,No,5,Python,Pandas/Spark/Airflow,0.9,3.9,396.0,1.0,1.0,,1.1,4.6,4.4,3.8,7.6,2.0,5.8,5.0,3.6,3,No,3.4,4.1,8.7,3.0,Medium,6,Low,Maybe,Yes,No
Dev03411,24,Female,Pune,Maharashtra,Married,B.Tech,Service-Based,5000+,Devops Engineer,Full-Time,4.8,19.05,3.5,No,15,45.6,Never,Never,Yes - Moderate (5-20%),2,Php,Laravel/Mysql/Nginx,2.4,2.5,38.0,0.0,2.0,60.3,1.2,4.7,5.2,4.1,5.4,4.0,5.7,5.9,5.7,7,No,3.2,3.7,8.7,2.0,,3,Medium,No,No,No
Dev03412,26,Male,Mumbai,Maharashtra,Married,Mba Tech,Product-Based,51-200,Frontend Developer,Full-Time,4.5,28.34,2.7,Yes,78,39.7,Rarely,Never,Yes - Minor (<5%),2,Javascript,React/Node/Firebase,4.2,2.1,22.0,1.0,3.0,8.8,2.4,4.0,3.2,4.5,5.0,4.0,7.7,5.7,1.4,1,No,5.2,5.1,7.9,1.0,Very High,6,Low,Maybe,No,No
Dev03413,38,Male,Bengaluru,Karnataka,In A Relationship,M.Tech,Freelance,1-10,Frontend Developer,Full-Time,3.0,19.58,0.4,No,85,52.9,Never,Sometimes,Yes - Minor (<5%),3,Kotlin,Android/Jetpack/Firebase,10.0,3.1,50.0,2.0,1.0,12.3,1.4,5.0,7.2,4.1,5.1,2.0,4.3,4.4,7.0,2,Yes - Occasionally,3.1,3.9,7.5,3.0,Low,1,Medium,No,Yes,No
Dev03414,24,Female,Nagpur,Maharashtra,Married,B.E,Product-Based,1001-5000,Full Stack Developer,Freelance,2.2,17.41,1.6,No,0,47.2,Rarely,Rarely,Yes - Moderate (5-20%),2,Java,Spring Boot/Mysql/Aws,3.5,1.5,148.0,1.0,2.0,39.8,1.3,4.1,2.4,4.1,5.3,1.0,7.8,7.5,0.3,1,Yes - Occasionally,5.0,5.8,5.8,11.0,Low,5,Low,No,No,No
Dev03415,25,Male,Hyderabad,Telangana,In A Relationship,Mca,Consulting,51-200,Full Stack Developer,Full-Time,3.7,23.88,0.6,No,2,48.3,Rarely,Often,Yes - Minor (<5%),0,Python,Pytorch/Kubernetes,2.2,13.3,318.0,0.0,1.0,6.1,1.4,3.4,3.2,3.4,7.5,3.0,10.0,3.5,8.0,2,No,4.7,5.4,5.3,5.0,Low,2,Low,No,No,No
Dev03416,27,Male,Bengaluru,Karnataka,Single,B.Tech,Product-Based,5000+,Full Stack Developer,Full-Time,5.6,28.96,3.3,Yes,59,60.5,Never,Never,No,2,Python,Pytorch/Kubernetes,7.6,13.6,143.0,4.0,3.0,43.9,5.4,8.0,7.2,7.2,6.7,3.0,7.7,3.6,0.3,4,Yes - Occasionally,5.1,7.4,6.5,7.0,Low,3,High,No,Yes,No
Dev03417,32,Male,Mumbai,Maharashtra,Single,B.Sc Cs,Consulting,51-200,Frontend Developer,Full-Time,3.0,14.99,1.5,No,83,38.6,Often,Never,No,6,Php,Wordpress/Php8/Redis,6.6,16.6,45.0,1.0,3.0,6.5,2.2,5.2,4.1,6.4,7.5,3.0,8.0,6.4,2.7,3,Yes - Occasionally,3.7,4.0,7.5,2.0,,2,Low,No,No,No
Dev03418,29,Female,Mumbai,Maharashtra,Married,B.Tech,Startup,51-200,Data Engineer,Full-Time,1.8,14.6,0.7,No,35,52.8,Often,Rarely,Yes - Major (>20%),0,Python,Flask/Redis/Aws,1.1,12.2,75.0,3.0,0.0,21.4,2.7,5.1,7.4,6.1,5.9,,5.8,5.3,,7,No,5.0,4.9,7.2,4.0,Medium,4,Medium,No,Yes,No
Dev03419,21,Male,Pune,Maharashtra,In A Relationship,M.Tech,Startup,51-200,Backend Developer,Full-Time,12.1,101.5,0.5,No,2,56.4,Often,Never,Yes - Moderate (5-20%),3,Rust,Actix/Tokio/Aws,1.6,13.5,94.0,2.0,4.0,13.9,0.2,6.2,4.2,5.1,7.1,7.0,9.0,3.4,1.5,6,Yes - Occasionally,5.2,3.0,9.6,18.0,Medium,6,Low,No,Yes,No
Dev03420,25,Male,Gurugram,Haryana,Single,M.Tech,Service-Based,1001-5000,Devops Engineer,Full-Time,5.5,15.17,2.0,Yes,25,57.1,Rarely,Never,No,2,Python,Flask/Redis/Aws,3.7,3.0,33.0,,3.0,32.4,0.4,5.0,6.6,3.9,6.1,5.0,5.2,4.2,0.7,3,Yes - Occasionally,4.4,5.0,8.3,1.0,Very High,4,High,Maybe,Yes,No
Dev03421,25,Male,Mumbai,Maharashtra,Single,B.Tech,Government/Psu,1001-5000,Backend Developer,Full-Time,5.2,11.84,3.7,No,3,53.3,Sometimes,Sometimes,No,1,Javascript,Vue/Django/Postgresql,9.5,1.6,169.0,,2.0,23.2,1.3,5.5,5.2,6.3,6.2,,7.1,4.1,2.1,3,No,3.9,4.6,7.9,2.0,,3,Medium,No,Yes,No
Dev03422,28,Prefer Not To Say,Mumbai,Maharashtra,Married,B.Tech,Product-Based,1001-5000,Full Stack Developer,Contract,6.1,34.21,1.8,No,85,37.0,Sometimes,Sometimes,Yes - Moderate (5-20%),0,C++,Embedded/Rtos/Bazel,2.2,2.2,176.0,0.0,1.0,28.4,1.7,1.7,1.0,1.5,6.0,6.0,7.7,7.7,3.8,2,No,5.0,6.2,6.6,2.0,,2,Low,No,Yes,No
Dev03423,30,Male,Noida,Uttar Pradesh,Married,B.Tech,Product-Based,5000+,Full Stack Developer,Full-Time,2.9,47.06,1.1,No,85,36.9,Never,Rarely,Yes - Minor (<5%),2,Java,Microservices/Kafka/Docker,5.5,7.2,107.0,2.0,3.0,12.2,9.1,1.4,1.0,2.8,6.5,3.0,10.0,1.8,0.4,2,No,1.8,4.1,8.5,12.0,Medium,3,Low,No,Yes,No
Dev03424,30,Male,Bengaluru,Karnataka,Single,B.E,Product-Based,51-200,Full Stack Developer,Freelance,19.7,54.21,2.2,No,95,43.4,Always,Never,Yes - Moderate (5-20%),4,Java,Microservices/Kafka/Docker,2.6,0.7,122.0,3.0,1.0,35.7,2.6,3.8,2.9,2.6,7.4,3.0,7.4,8.2,4.3,3,No,1.8,3.3,7.7,10.0,High,12,Low,Yes,No,No
Dev03425,21,Female,Mumbai,Maharashtra,Married,B.Tech,Consulting,51-200,Data Scientist,Contract,1.0,13.73,1.0,No,37,54.1,Often,Rarely,Yes - Minor (<5%),1,Python,Pandas/Spark/Airflow,0.6,0.0,37.0,1.0,2.0,0.2,0.0,4.6,4.9,5.3,5.8,1.0,7.0,6.8,4.9,3,No,3.8,8.0,8.7,7.0,Very High,8,Low,Maybe,No,No
Dev03426,34,Male,Ahmedabad,Gujarat,In A Relationship,B.Tech,Service-Based,201-1000,Ml Engineer,Full-Time,6.9,27.3,3.3,No,2,60.8,Rarely,Never,No,4,Java,Spring Boot/Mysql/Aws,3.4,,,0.0,1.0,40.5,4.0,6.2,6.2,4.2,5.9,5.0,5.8,4.8,5.4,0,No,3.4,3.8,8.1,8.0,Very High,8,Medium,Yes,Yes,No
Dev03427,29,Non-Binary,Bengaluru,Karnataka,Married,B.Tech,Startup,1-10,Ml Engineer,Full-Time,3.2,22.99,3.2,No,41,61.1,Rarely,Never,Yes - Minor (<5%),3,C++,Qt/Cmake/Linux,5.5,3.6,34.0,3.0,1.0,32.6,3.4,6.6,4.8,4.8,7.1,5.0,6.5,4.4,1.4,1,No,1.4,4.6,9.5,4.0,Low,4,Medium,No,Yes,No
Dev03428,35,Female,Pune,Maharashtra,Single,B.Sc Cs,Startup,11-50,Devops Engineer,Full-Time,10.5,43.94,2.7,Yes,0,53.3,Always,Rarely,Yes - Minor (<5%),1,Kotlin,Spring/Coroutines/Gcp,9.2,6.7,90.0,0.0,2.0,0.0,1.2,4.0,4.9,5.2,6.3,7.0,8.2,5.5,2.0,3,No,6.1,4.7,5.5,12.0,High,8,Low,Maybe,No,No
Dev03429,30,Female,Kolkata,West Bengal,Single,M.Tech,Freelance,1-10,Cloud Engineer,Full-Time,6.6,77.62,6.6,Yes,81,44.8,Rarely,Rarely,Yes - Minor (<5%),2,Typescript,Angular/Nestjs/Mysql,1.8,5.0,67.0,0.0,4.0,76.1,2.4,6.1,4.3,5.4,6.6,0.0,6.7,3.0,1.5,1,No,4.5,5.1,9.3,14.0,,4,Low,No,Yes,No
Dev03430,34,Male,Hyderabad,Telangana,Single,B.E,Startup,11-50,Cybersecurity Analyst,Freelance,3.9,30.43,3.9,Yes,81,62.1,Never,Never,Yes - Minor (<5%),0,Javascript,Node/Express/Mongodb,5.0,0.9,42.0,0.0,1.0,13.8,1.5,5.3,4.9,5.2,6.4,4.0,8.2,3.7,1.7,1,Yes - Regularly,4.4,3.6,5.3,2.0,Medium,2,Low,No,No,No
Dev03431,30,Male,Pune,Maharashtra,Single,B.Tech,Service-Based,5000+,Qa Engineer,Full-Time,12.7,27.34,1.6,No,63,41.7,Often,Never,Yes - Major (>20%),0,Python,Pandas/Spark/Airflow,12.2,5.3,20.0,2.0,2.0,18.0,15.7,5.5,3.4,4.4,6.2,4.0,6.6,6.3,2.7,2,Yes - Regularly,5.1,4.1,6.3,5.0,High,12,Low,Maybe,No,No
Dev03432,35,Female,Coimbatore,Tamil Nadu,Single,M.Tech,Startup,51-200,Backend Developer,Full-Time,11.5,29.13,1.1,Yes,56,60.9,Often,Rarely,Yes - Major (>20%),1,Java,Spring Boot/Mysql/Aws,4.8,18.4,105.0,1.0,0.0,18.4,0.8,5.0,6.6,4.5,7.2,3.0,5.7,5.0,2.5,0,No,2.0,1.0,9.7,4.0,High,9,High,Yes,Yes,No
Dev03433,31,Prefer Not To Say,Bengaluru,Karnataka,Married,B.Tech,Startup,1-10,Data Engineer,Full-Time,0.5,13.37,0.5,No,24,45.4,Sometimes,Never,Yes - Minor (<5%),4,Rust,Actix/Tokio/Aws,11.3,4.4,23.0,3.0,1.0,3.3,0.9,5.0,6.7,4.1,5.6,1.0,6.7,4.8,8.0,2,No,4.0,8.6,7.3,3.0,Low,3,Medium,Maybe,No,No
Dev03434,27,Male,Bengaluru,Karnataka,Single,Phd,Product-Based,51-200,Data Engineer,Full-Time,1.5,21.18,1.3,Yes,41,55.2,Sometimes,Rarely,Yes - Moderate (5-20%),4,Java,Hibernate/Oracle/Jenkins,4.9,1.2,182.0,4.0,1.0,89.4,2.4,3.2,5.0,1.6,6.4,3.0,6.8,4.8,3.7,4,Yes - Occasionally,6.8,9.9,5.9,14.0,Low,3,Medium,No,No,No
Dev03435,40,Female,Delhi,Delhi,Married,B.Tech,Product-Based,5000+,Qa Engineer,Full-Time,5.1,29.31,1.1,No,95,45.8,Often,Rarely,No,5,Rust,Actix/Tokio/Aws,4.3,1.0,127.0,1.0,2.0,22.1,4.4,4.5,3.7,4.2,7.2,3.0,8.4,5.0,8.0,4,No,4.5,4.6,7.9,11.0,Low,0,High,No,No,No
Dev03436,33,Male,Delhi,Delhi,Divorced,B.Tech,Product-Based,1001-5000,Data Scientist,Full-Time,12.2,48.74,6.2,Yes,3,34.2,Always,Never,Yes - Major (>20%),3,Python,Pandas/Spark/Airflow,5.8,1.0,81.0,1.0,2.0,12.2,2.4,2.3,4.4,1.4,5.0,4.0,7.8,3.8,6.0,0,No,2.8,3.1,8.7,12.0,Medium,3,Low,No,No,No
Dev03437,31,Male,Pune,Maharashtra,Single,Mca,Service-Based,1001-5000,Frontend Developer,Full-Time,3.0,17.94,0.4,Yes,0,35.3,Often,Sometimes,Yes - Minor (<5%),1,Java,Hibernate/Oracle/Jenkins,6.7,6.1,142.0,0.0,1.0,27.0,4.5,4.0,2.5,4.9,6.6,4.0,6.2,7.2,2.0,2,No,3.6,3.2,7.3,2.0,Low,3,Low,No,No,No
Dev03438,21,Male,Mumbai,Maharashtra,In A Relationship,B.Tech,Service-Based,5000+,Android Developer,Full-Time,2.0,14.01,1.3,Yes,44,55.5,Rarely,Never,Yes - Minor (<5%),1,Dart,Flutter/Firebase/Bloc,4.1,8.4,134.0,0.0,2.0,39.2,1.9,4.9,4.6,5.7,6.3,7.0,7.5,4.5,4.8,2,No,6.1,5.9,6.6,1.0,Low,3,Low,No,No,No
Dev03439,21,Female,Delhi,Delhi,Married,B.Tech,Startup,51-200,Cybersecurity Analyst,Contract,6.4,17.24,1.8,No,81,57.4,Sometimes,Never,Yes - Minor (<5%),2,Swift,Ios/Combine/Aws,5.3,0.9,87.0,1.0,3.0,53.0,1.9,4.6,4.6,3.3,4.6,3.0,6.8,3.8,3.7,4,No,4.4,4.2,7.3,1.0,Medium,3,Low,No,No,No
Dev03440,30,Male,Noida,Uttar Pradesh,Married,M.Tech,Consulting,51-200,Devops Engineer,Full-Time,1.6,19.32,1.6,Yes,19,36.2,Often,Rarely,No,1,Typescript,React/Graphql/Aws,6.1,19.8,329.0,4.0,3.0,,1.7,3.5,1.6,3.7,7.1,0.0,8.6,3.7,1.3,2,No,2.6,6.3,9.4,1.0,Low,5,Low,No,No,No
Dev03441,29,Male,Hyderabad,Telangana,Single,M.Tech,Service-Based,5000+,Devops Engineer,Full-Time,4.6,17.6,4.2,Yes,20,44.2,Often,Often,No,2,Javascript,React/Node/Firebase,1.7,5.5,423.0,1.0,3.0,56.5,2.0,5.8,4.5,6.0,7.4,4.0,6.2,2.0,1.5,2,No,5.2,7.5,6.2,8.0,Low,4,Low,No,No,No
Dev03442,25,Prefer Not To Say,Bengaluru,Karnataka,Single,B.Sc Cs,Startup,1-10,Frontend Developer,Full-Time,4.1,4.0,2.1,No,76,45.4,Always,Never,Yes - Major (>20%),3,Typescript,Angular/Nestjs/Mysql,1.8,2.4,218.0,1.0,0.0,68.4,0.3,5.3,6.0,5.2,7.1,2.0,4.9,4.3,4.7,5,Yes - Occasionally,5.7,5.9,7.2,6.0,Medium,1,Medium,No,Yes,No
Dev03443,29,Male,Pune,Maharashtra,Single,M.Tech,Service-Based,1001-5000,Full Stack Developer,Contract,4.7,57.33,1.7,No,0,50.5,Never,Rarely,Yes - Minor (<5%),4,C#,Unity/C#/Mobile,10.7,1.8,255.0,1.0,2.0,20.5,20.0,6.3,3.6,5.5,6.3,3.0,8.1,6.7,1.3,3,Yes - Occasionally,3.3,4.8,8.1,6.0,Medium,2,Low,No,No,No
Dev03444,36,Male,Delhi,Delhi,Married,Mca,Product-Based,5000+,Qa Engineer,Contract,13.8,44.66,1.1,No,24,39.6,Never,Never,Yes - Major (>20%),1,Python,Pandas/Spark/Airflow,1.4,6.9,,1.0,1.0,13.3,10.7,4.4,4.0,3.1,5.6,2.0,5.8,4.1,0.2,2,Yes - Regularly,2.7,2.4,6.4,36.0,Medium,3,Low,No,No,No
Dev03445,32,Male,Ahmedabad,Gujarat,Single,M.Tech,Startup,11-50,Backend Developer,Full-Time,4.6,28.66,0.8,No,64,56.9,Never,Never,Yes - Minor (<5%),1,Python,Pytorch/Kubernetes,5.4,3.7,405.0,1.0,0.0,24.7,4.8,4.5,6.6,3.5,5.1,3.0,6.4,2.4,0.3,2,No,4.4,3.5,7.8,7.0,Low,4,High,No,Yes,No
Dev03446,22,Male,Kochi,Kerala,Married,Mca,Consulting,11-50,Devops Engineer,Full-Time,2.0,17.57,1.7,No,55,44.0,Often,Sometimes,Yes - Minor (<5%),2,Dart,Flutter/Firebase/Bloc,1.0,2.2,77.0,2.0,3.0,2.0,,3.5,3.3,4.0,6.3,3.0,6.7,4.2,1.2,5,No,6.0,6.1,7.0,4.0,Very High,9,Low,Maybe,Yes,No
Dev03447,27,Female,Ahmedabad,Gujarat,Single,M.Tech,Product-Based,1001-5000,Android Developer,Contract,4.5,160.08,0.4,No,78,45.7,Always,Sometimes,No,3,Javascript,Node/Express/Mongodb,7.9,0.6,244.0,0.0,4.0,23.8,1.9,5.2,4.1,7.1,6.5,5.0,6.7,2.7,3.7,5,No,6.5,6.2,4.7,5.0,Medium,3,Low,No,No,No
Dev03448,24,Female,Mumbai,Maharashtra,Single,B.Tech,Service-Based,5000+,Full Stack Developer,Full-Time,1.9,17.11,0.4,No,43,57.9,Sometimes,Never,No,3,Go,Echo/Redis/Gcp,5.0,4.7,360.0,1.0,1.0,7.2,6.3,3.7,6.0,2.0,5.6,3.0,6.2,6.4,1.5,4,No,2.4,4.7,8.8,3.0,Medium,3,Medium,No,Yes,No
Dev03449,26,Male,Pune,Maharashtra,Married,B.Tech,Product-Based,201-1000,Backend Developer,Full-Time,7.0,51.56,0.7,No,61,40.1,Sometimes,Sometimes,Yes - Moderate (5-20%),4,Go,Fiber/Postgresql/Docker,3.6,3.3,179.0,0.0,3.0,0.0,2.9,5.2,3.8,5.2,8.6,2.0,6.3,5.7,1.3,3,No,4.7,5.7,5.6,4.0,Low,6,Low,Maybe,No,No
Dev03450,26,Female,Gurugram,Haryana,Married,B.Sc Cs,Service-Based,5000+,Cloud Engineer,Full-Time,4.0,7.59,1.5,No,23,61.4,Often,Never,Yes - Minor (<5%),2,Java,Spring Boot/Mysql/Aws,6.2,6.3,36.0,3.0,3.0,42.2,10.8,8.8,10.0,7.0,5.2,5.0,3.5,3.4,1.0,4,No,5.3,5.1,6.8,36.0,Low,1,High,Maybe,Yes,No
Dev03451,26,Male,Noida,Uttar Pradesh,Single,B.Sc Cs,Startup,1-10,Backend Developer,Freelance,7.1,33.75,0.9,No,25,59.1,Always,Never,Yes - Moderate (5-20%),1,Php,Laravel/Mysql/Nginx,6.7,20.4,269.0,3.0,0.0,6.4,1.6,8.0,7.0,5.6,5.0,4.0,4.4,2.3,1.1,1,No,7.9,4.5,6.8,7.0,,4,High,No,Yes,Yes
Dev03452,21,Male,Mumbai,Maharashtra,Single,Mba Tech,Freelance,1-10,Full Stack Developer,Full-Time,11.4,18.82,0.4,No,94,56.0,Always,Never,Yes - Minor (<5%),2,Python,Pytorch/Kubernetes,2.2,3.0,34.0,0.0,2.0,3.6,2.8,6.9,8.6,6.4,4.2,3.0,3.0,4.0,1.6,4,No,3.9,1.8,8.0,2.0,Very High,5,High,Yes,Yes,No
Dev03453,27,Male,Bengaluru,Karnataka,Married,B.Tech,Startup,1-10,Qa Engineer,Full-Time,2.5,17.16,2.5,Yes,64,70.4,Sometimes,Rarely,Yes - Major (>20%),1,C++,Qt/Cmake/Linux,17.2,17.9,307.0,1.0,3.0,20.0,3.4,8.3,10.0,7.2,6.3,5.0,2.9,3.9,2.2,0,Yes - Occasionally,5.8,6.9,5.6,10.0,Very High,5,High,Yes,Yes,No
Dev03454,25,Male,Kolkata,West Bengal,Married,B.Tech,Service-Based,5000+,Cloud Engineer,Full-Time,21.9,34.36,0.6,No,38,49.0,Always,Never,Yes - Major (>20%),2,Javascript,React/Node/Firebase,11.6,0.2,409.0,0.0,0.0,7.2,5.2,3.5,3.6,1.0,6.0,4.0,5.9,6.2,,3,No,2.0,2.4,8.7,9.0,Low,3,Low,No,Yes,No
Dev03455,21,Male,Pune,Maharashtra,Single,B.Tech,Consulting,11-50,Cybersecurity Analyst,Full-Time,1.4,14.01,1.4,Yes,0,37.3,Often,Rarely,Yes - Moderate (5-20%),2,Java,Hibernate/Oracle/Jenkins,1.5,4.3,178.0,2.0,2.0,23.1,1.6,3.2,1.4,3.3,8.7,6.0,10.0,5.4,1.1,3,,6.5,9.4,4.7,10.0,Medium,4,Low,No,No,No
Dev03456,39,Male,Hyderabad,Telangana,Single,B.Tech,Service-Based,1001-5000,Ml Engineer,Full-Time,5.9,15.66,5.9,No,82,44.4,Often,Never,Yes - Moderate (5-20%),0,Javascript,React/Node/Firebase,1.9,8.8,231.0,3.0,3.0,32.9,1.6,3.0,2.5,1.0,6.4,2.0,8.5,5.2,2.2,2,No,3.6,4.9,8.9,1.0,Medium,2,Low,No,Yes,No
Dev03457,34,Male,Chennai,Tamil Nadu,Single,M.Tech,Startup,51-200,Data Scientist,Contract,1.6,23.63,1.6,Yes,37,72.4,Never,Never,Yes - Moderate (5-20%),2,Javascript,Vue/Django/Postgresql,2.8,1.1,33.0,0.0,2.0,31.3,1.9,4.0,8.9,6.2,7.0,4.0,4.6,4.1,1.7,3,No,6.4,7.3,6.2,2.0,Low,2,High,No,Yes,No
Dev03458,26,Male,Chennai,Tamil Nadu,Single,B.Sc Cs,Service-Based,5000+,Cloud Engineer,Contract,1.9,21.53,1.2,Yes,61,35.0,Rarely,Rarely,Yes - Major (>20%),1,Java,Spring Boot/Mysql/Aws,7.9,3.6,49.0,3.0,1.0,6.8,9.8,3.3,2.4,2.5,3.9,1.0,8.2,5.4,1.7,3,Yes - Occasionally,5.2,6.2,9.1,1.0,Medium,7,Low,No,No,No
Dev03459,28,Male,Bengaluru,Karnataka,Married,M.Tech,Consulting,51-200,Ml Engineer,Full-Time,4.9,25.74,2.4,No,18,33.6,Sometimes,Sometimes,Yes - Major (>20%),3,Java,Spring Boot/Mysql/Aws,2.3,8.5,142.0,0.0,0.0,34.0,7.2,3.9,3.6,4.5,7.3,5.0,8.0,7.8,0.9,1,No,5.5,5.0,5.3,5.0,Low,3,Low,No,No,No
Dev03460,22,Male,Delhi,Delhi,Married,B.Sc Cs,Startup,1-10,Ml Engineer,Full-Time,1.9,13.76,1.7,Yes,5,64.6,Often,Sometimes,No,0,Java,Spring Boot/Mysql/Aws,5.2,3.4,246.0,2.0,1.0,27.0,8.6,7.1,5.2,4.2,5.4,4.0,7.1,4.5,0.6,0,,5.5,7.8,7.7,2.0,Low,1,Medium,No,Yes,No
Dev03461,37,Female,Hyderabad,Telangana,Married,B.E,Consulting,51-200,Full Stack Developer,Part-Time,0.7,5.74,0.7,Yes,58,34.6,Rarely,Never,Yes - Moderate (5-20%),2,C++,Qt/Cmake/Linux,5.1,4.4,,4.0,2.0,4.2,1.2,5.5,2.3,3.2,5.8,3.0,7.3,5.4,4.1,4,No,6.4,8.3,5.6,1.0,High,9,Low,Maybe,Yes,No
Dev03462,38,Male,Bengaluru,Karnataka,Single,Phd,Product-Based,1001-5000,Full Stack Developer,Full-Time,3.2,42.08,3.2,Yes,0,36.9,Often,Often,Yes - Moderate (5-20%),2,Typescript,React/Graphql/Aws,4.0,0.3,98.0,2.0,5.0,76.3,3.6,2.9,1.0,1.7,5.9,1.0,9.9,6.0,0.3,1,No,6.1,7.0,7.5,27.0,High,7,Low,Maybe,Yes,No
Dev03463,29,Male,Pune,Maharashtra,Married,M.Tech,Startup,1-10,Data Scientist,Full-Time,5.5,36.06,0.9,No,20,55.5,Often,Never,Yes - Moderate (5-20%),0,Python,Flask/Redis/Aws,5.3,10.2,48.0,1.0,3.0,13.3,5.4,3.4,3.8,2.3,5.3,0.0,6.8,6.2,4.5,3,No,6.3,8.3,4.4,5.0,High,5,Low,No,No,No
Dev03464,33,Female,Noida,Uttar Pradesh,Single,Bca,Startup,11-50,Full Stack Developer,Part-Time,1.2,14.05,1.2,No,36,45.3,Often,Rarely,No,4,Go,Echo/Redis/Gcp,2.1,0.0,65.0,0.0,0.0,8.0,0.8,5.9,5.5,4.7,5.3,2.0,4.4,5.8,0.6,5,No,6.7,9.2,4.2,14.0,,2,Medium,No,No,No
Dev03465,29,Female,Jaipur,Rajasthan,In A Relationship,Mca,Startup,11-50,Full Stack Developer,Freelance,4.2,23.57,3.6,No,44,79.4,Sometimes,Rarely,Yes - Moderate (5-20%),3,Php,Laravel/Mysql/Nginx,1.0,3.6,71.0,2.0,2.0,31.8,0.9,6.7,7.6,7.0,6.4,2.0,4.5,4.9,0.5,2,No,5.9,5.6,6.5,1.0,,2,High,No,Yes,No
